Timestamp,Month,Month in Number,Day in Number,Year,Week,Platform,Pipeline Name,Table Name,Pipeline Type,Source System,Source Layer,Target Layer,Run Type,Schedule,Duration,Status,Owner,Remarks,Assigned to
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-daily-workflow-tillster,,Batch,Tillster,,Bronze,Scheduled,Daily (10:23 AM),0:13:31,Success,Blazeclan,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-grabfood-workflow,,,,,,Scheduled,Daily (10:30 AM),0:15:49,Success,TM,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-workflow-foodpanda,,,,,,Scheduled,Daily (10:30 AM),0:14:51,Success,TM,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:10,Success,Blazeclan,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-silver-okya-jb-user-address-job,,Batch,Okya,,Silver,Scheduled,Daily (11:30 AM),0:17:42,Success,TA,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-silver-okya-jb-order-tender-job,,Batch,Okya,,Silver,Scheduled,Daily (11:30 AM),0:12:38,Success,TA,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-silver-okya-jb-order-items-job,,Batch,Okya,,Silver,Scheduled,Daily (11:30 AM),0:15:06,Success,TA,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-silver-okya-jb-order-staging-job,,Batch,Okya,,Silver,Scheduled,Daily (11:30 AM),0:21:54,Success,TA,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-silver-okya-jb-customer-workflow,,Batch,Okya,,Silver,Scheduled,Daily (11:30 AM),0:20:14,Success,TA,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:40,Success,Blazeclan,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-silver-tillster-jb-order-staging-job,,Batch,Tillster,,Silver,Scheduled,Daily (12:00 PM),0:13:22,Success,TA,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-silver-tillster-jb-customer-workflow,,Batch,Tillster,,Silver,Scheduled,Daily (12:00 PM),0:13:34,Success,TA,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-silver-tillster-jb-order-tender-job,,Batch,Tillster,,Silver,Scheduled,Daily (12:00 PM),0:10:36,Success,TA,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-silver-tillster-jb-order-items-job,,Batch,Tillster,,Silver,Scheduled,Daily (12:00 PM),0:12:19,Success,TA,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-silver-okya-jb-deactivation-workflow,,Batch,Okya,,Silver,Scheduled,Daily (12:00 PM),0:34:38,Failed,TA,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-gold-archive-tables-job,,Batch,"Tillster, Okya",,Gold,Scheduled,Daily (12:30 PM),0:12:06,Success,TA,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:21,Success,Blazeclan,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:40,Success,Blazeclan,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:35,Success,Blazeclan,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:07,Success,Blazeclan,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:43,Success,Blazeclan,,
3/1/2026,March,3,01,2026,Week 1,Databricks,fdh_workflow_gemm_trademarketinggroup,,,,,,Scheduled,Daily (5:00 PM),0:11:12,Success,GDO,,
3/1/2026,March,3,01,2026,Week 1,Databricks,fdh-workflow-gemm_storevisitresponses,,,,,,Scheduled,Daily (5:00 PM),0:12:02,Success,GDO,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:43,Success,Blazeclan,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:31,Success,Blazeclan,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:25:00,Success,Blazeclan,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:24,Success,Blazeclan,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:45,Success,Blazeclan,,
3/1/2026,March,3,01,2026,Week 1,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:59,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:00,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-digital-performance,,,,,,Scheduled,Daily (12:30 AM) ,0:10:31,Failed,TM,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:39,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:55,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-braze,,,,,,Scheduled,Daily (2:00 AM),0:21:50,Success,TM,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-qmai-bronze,,Streaming,QMAI,,Bronze,Scheduled,Daily (2:00 AM),0:13:21,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:31,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-qmai-silver-product_goods,,,,,,Scheduled,Daily (3:00 AM),0:08:45,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-qmai-silver,,Batch,QMAI,,Silver,Scheduled,Daily (3:00 AM),0:07:14,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:20,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:30,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-daily-workflow-ironman-rdbms,,,,,,Scheduled,Daily (5:30 AM),0:12:45,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:33,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:51,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya-silver,,,,,,Scheduled,Daily (7:24 AM),0:12:40,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:30,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-daily-workflow-qualtrics-api,,,,,,Scheduled,Daily (8:23 AM),0:13:51,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-daily-workflow-okya-api,,Batch,Okya,,Bronze,Scheduled,Daily (8:23 AM),0:23:11,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:30,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-ga-dtls-daily,,,,,,Scheduled,Daily (9:00 AM),0:10:47,Success,DXC,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-ga-dtls-goal,,,,,,Scheduled,Daily (9:00 AM),0:11:15,Success,DXC,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-qualtrics-silver,,,,,,Scheduled,Daily (9:00 AM),0:08:55,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:40,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-daily-workflow-tillster,,Batch,Tillster,,Bronze,Scheduled,Daily (10:23 AM),0:13:17,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-grabfood-workflow,,,,,,Scheduled,Daily (10:30 AM),0:12:13,Success,TM,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-foodpanda,,,,,,Scheduled,Daily (10:30 AM),0:14:49,Success,TM,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:49,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,Daily Run - Freedompay,,,,,,Scheduled,Daily (10:00 AM),0:11:50,Success,GDO,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-silver-okya-jb-user-address-job,,Batch,Okya,,Silver,Scheduled,Daily (11:30 AM),0:14:28,Success,TA,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-silver-okya-jb-order-tender-job,,Batch,Okya,,Silver,Scheduled,Daily (11:30 AM),0:12:25,Success,TA,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-silver-okya-jb-order-items-job,,Batch,Okya,,Silver,Scheduled,Daily (11:30 AM),0:17:25,Success,TA,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-silver-okya-jb-order-staging-job,,Batch,Okya,,Silver,Scheduled,Daily (11:30 AM),0:20:22,Success,TA,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-silver-okya-jb-customer-workflow,,Batch,Okya,,Silver,Scheduled,Daily (11:30 AM),0:18:41,Success,TA,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:40,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-silver-tillster-jb-order-staging-job,,Batch,Tillster,,Silver,Scheduled,Daily (12:00 PM),0:13:17,Success,TA,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-silver-tillster-jb-customer-workflow,,Batch,Tillster,,Silver,Scheduled,Daily (12:00 PM),0:13:28,Success,TA,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-silver-tillster-jb-order-tender-job,,Batch,Tillster,,Silver,Scheduled,Daily (12:00 PM),0:10:20,Success,TA,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-silver-tillster-jb-order-items-job,,Batch,Tillster,,Silver,Scheduled,Daily (12:00 PM),0:10:26,Success,TA,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-silver-okya-jb-deactivation-workflow,,Batch,Okya,,Silver,Scheduled,Daily (12:00 PM),0:36:11,Failed,TA,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-gold-archive-tables-job,,Batch,"Tillster, Okya",,Gold,Scheduled,Daily (12:30 PM),0:12:08,Success,TA,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:23,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-c360-pipeline,,Batch,"Tillster, Okya",,Gold,Scheduled,Weekly (Monday 2:00 PM),0:50:40,Failed,TA,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:30,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:45,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:08,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:17,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,fdh_workflow_gemm_trademarketinggroup,,,,,,Scheduled,Daily (5:00 PM),0:11:34,Success,GDO,,
3/2/2026,March,3,02,2026,Week 2,Databricks,fdh-workflow-gemm_storevisitresponses,,,,,,Scheduled,Daily (5:00 PM),0:12:33,Success,GDO,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:49,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:38,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:54,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:07,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:15,Success,Blazeclan,,
3/2/2026,March,3,02,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:14,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:14,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-digital-performance,,,,,,Scheduled,Daily (12:30 AM) ,2:24:08,Success,TM,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:37,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:50,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-braze,,,,,,Scheduled,Daily (2:00 AM),0:22:01,Success,TM,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-qmai-bronze,,Streaming,QMAI,,Bronze,Scheduled,Daily (2:00 AM),0:13:58,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:48,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-qmai-silver-product_goods,,,,,,Scheduled,Daily (3:00 AM),0:08:55,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-qmai-silver,,Batch,QMAI,,Silver,Scheduled,Daily (3:00 AM),0:07:10,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:55,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:33,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-daily-workflow-ironman-rdbms,,,,,,Scheduled,Daily (5:30 AM),0:13:20,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:07,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:59,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya-silver,,,,,,Scheduled,Daily (7:24 AM),0:12:24,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:01,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-daily-workflow-qualtrics-api,,,,,,Scheduled,Daily (8:23 AM),0:13:33,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-daily-workflow-okya-api,,Batch,Okya,,Bronze,Scheduled,Daily (8:23 AM),0:23:04,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:07,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-ga-dtls-daily,,,,,,Scheduled,Daily (9:00 AM),0:10:48,Success,DXC,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-ga-dtls-goal,,,,,,Scheduled,Daily (9:00 AM),0:10:42,Success,DXC,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-qualtrics-silver,,,,,,Scheduled,Daily (9:00 AM),0:08:58,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:02,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-daily-workflow-tillster,,Batch,Tillster,,Bronze,Scheduled,Daily (10:23 AM),0:14:14,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-grabfood-workflow,,,,,,Scheduled,Daily (10:30 AM),0:18:40,Success,TM,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-foodpanda,,,,,,Scheduled,Daily (10:30 AM),0:14:47,Success,TM,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:12,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,Daily Run - Freedompay,,,,,,,Daily (10:00 AM),0:12:37,Success,GDO,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-silver-okya-jb-user-address-job,,Batch,Okya,,Silver,Scheduled,Daily (11:30 AM),0:18:33,Success,TA,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-silver-okya-jb-order-tender-job,,Batch,Okya,,Silver,Scheduled,Daily (11:30 AM),0:14:32,Success,TA,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-silver-okya-jb-order-items-job,,Batch,Okya,,Silver,Scheduled,Daily (11:30 AM),0:17:05,Success,TA,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-silver-okya-jb-order-staging-job,,Batch,Okya,,Silver,Scheduled,Daily (11:30 AM),0:21:20,Success,TA,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-silver-okya-jb-customer-workflow,,Batch,Okya,,Silver,Scheduled,Daily (11:30 AM),0:21:22,Success,TA,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:11:36,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-silver-tillster-jb-order-staging-job,,Batch,Tillster,,Silver,Scheduled,Daily (12:00 PM),0:13:44,Success,TA,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-silver-tillster-jb-customer-workflow,,Batch,Tillster,,Silver,Scheduled,Daily (12:00 PM),0:13:32,Success,TA,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-silver-tillster-jb-order-tender-job,,Batch,Tillster,,Silver,Scheduled,Daily (12:00 PM),0:10:38,Success,TA,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-silver-tillster-jb-order-items-job,,Batch,Tillster,,Silver,Scheduled,Daily (12:00 PM),0:11:07,Success,TA,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-silver-okya-jb-deactivation-workflow,,Batch,Okya,,Silver,Scheduled,Daily (12:00 PM),0:35:39,Failed,TA,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-gold-archive-tables-job,,Batch,"Tillster, Okya",,Gold,Scheduled,Daily (12:30 PM),0:13:01,Success,TA,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:53,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:31,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:33,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:38,Success,Blazeclan,,
3/3/2026,March,3,03,2026,Week 2,Databricks,prod-gdo-fdh-workflow-okya,,Streaming,Okya,,Bronze,Scheduled,Hourly,0:10:44,Success,Blazeclan,,
